,maoyanID,name,rating,box,box_day,box_week,release_date,IMAX,reg_美国,reg_中国大陆,reg_日本,reg_印度,reg_中国港澳台,week_want,online_days,weibo_topic,gen_爱情,gen_剧情,gen_奇幻,gen_传记,gen_家庭,gen_悬疑,gen_恐怖,gen_犯罪,gen_科幻,gen_灾难,gen_历史,gen_冒险,gen_动画,gen_运动,gen_动作,gen_古装,gen_战争,gen_喜剧,gen_音乐,gen_纪录片,gen_惊悚,spring,labor,summer,national
1417,344292,阿尔法：狼伴归途,8.3,114000000.0,22097000.0,70232000.0,2018-09-07 00:00:00,True,True,False,False,False,False,24548.0,30.0,3900000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1418,1216296,说走就走之不说再见,8.3,9870000.0,2660000.0,7031000.0,2018-09-14 00:00:00,False,False,True,False,False,False,6601.0,16.0,1850000.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1419,1217434,大闹西游,8.3,37854000.0,8526000.0,18150000.0,2018-09-22 00:00:00,False,False,True,False,False,False,7646.0,26.0,1270000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1421,1206839,我是你妈,8.3,36822000.0,6288000.0,24665000.0,2018-05-11 00:00:00,False,False,True,False,False,False,17557.0,30.0,3420000.0000000005,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1422,1204714,忌日快乐,8.3,61262000.0,5051000.0,16649000.0,2018-02-02 00:00:00,False,True,False,False,False,False,8367.0,19.0,1420000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1423,603864,战犬瑞克斯,8.3,6708000.0,1502000.0,3860000.0,2018-05-11 00:00:00,False,True,False,False,False,False,7875.0,25.0,1620000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1424,1212413,大坏狐狸的故事,8.3,16092000.0,1738000.0,10657000.0,2018-03-16 00:00:00,False,False,False,False,False,False,6802.0,27.0,180000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1425,642167,飞鸟历险记,8.3,1313000.0,349000.0,1073000.0,2018-03-08 00:00:00,False,False,False,False,False,False,5373.0,20.0,120000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1426,257664,克隆人,8.3,5320000.0,1059000.0,2900000.0,2018-11-23 00:00:00,False,True,True,False,False,False,6317.0,20.0,1270000.0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1427,345493,飓风奇劫,8.3,95124000.0,9157000.0,48904000.0,2018-11-02 00:00:00,False,True,False,False,False,False,6445.0,28.0,940000.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1428,1203084,一出好戏,8.2,1355000000.0,151000000.0,534000000.0,2018-08-10 00:00:00,False,False,True,False,False,False,140598.0,51.0,641630000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1429,1210830,胖子行动队,8.2,261000000.0,31363000.0,32102000.0,2018-09-30 00:00:00,False,False,True,False,False,False,14924.0,34.0,11910000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1430,1207042,哆啦A梦：大雄的金银岛,8.2,209000000.0,83924000.0,157000000.0,2018-06-01 00:00:00,False,False,False,True,False,False,53792.0,31.0,36020000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1431,1199029,玛丽与魔女之花,8.2,20622000.0,1668000.0,5971000.0,2018-04-28 00:00:00,False,False,False,True,False,False,9969.0,34.0,570000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1432,345991,暴裂无声,8.2,54248000.0,8061000.0,35869000.0,2018-04-04 00:00:00,False,False,True,False,False,False,15624.0,26.0,3320000.0000000005,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1433,1220838,藏北秘岭-重返无人区,8.2,20576000.0,1330000.0,4031000.0,2018-08-31 00:00:00,False,False,True,False,False,False,8409.0,62.0,110000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1434,78480,狗十三,8.2,51260000.0,3820000.0,16145000.0,2018-12-07 00:00:00,False,False,True,False,False,False,12026.0,33.0,9610000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,1218299,深海历险记,8.2,17598000.0,2908000.0,10418000.0,2018-08-24 00:00:00,False,True,True,False,False,False,6456.0,30.0,600000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
1436,1165276,摘金奇缘,8.2,11489000.0,2881000.0,7981000.0,2018-11-30 00:00:00,False,True,False,False,False,False,4922.0,15.0,630000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1437,1201231,让我怎么相信你,8.2,1836000.0,743000.0,1482000.0,2018-09-14 00:00:00,False,False,True,False,False,False,642.0,7.0,110000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1438,1207103,北方一片苍茫,8.2,732000.0,103000.0,319000.0,2018-07-20 00:00:00,False,False,True,False,False,False,1291.0,14.0,750000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1439,346272,捉妖记2,8.1,2237000000.0,546000000.0,1204000000.0,2018-02-16 00:00:00,True,False,True,False,False,True,126088.0,56.0,63240000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1440,341516,狄仁杰之四大天王,8.1,606000000.0,110000000.0,296000000.0,2018-07-27 00:00:00,True,False,True,False,False,False,57719.0,32.0,371190000.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
1441,78460,环太平洋：雷霆再起,8.1,633000000.0,136000000.0,411000000.00000006,2018-03-23 00:00:00,True,True,False,False,False,False,79094.0,33.0,13100000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1442,1203437,影,8.1,628000000.0,66156000.0,66231000.0,2018-09-30 00:00:00,True,False,True,False,False,False,33209.0,47.0,379520000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1443,1200978,遇见你真好,8.1,51012000.0,12084000.0,33701000.0,2018-03-29 00:00:00,False,False,True,False,False,False,27859.0,31.0,160400000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1444,1139994,猛虫过江,8.1,203000000.0,18243000.0,66307000.0,2018-06-15 00:00:00,False,False,True,False,False,False,19108.0,35.0,11100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1445,341944,游侠索罗：星球大战外传,8.1,106000000.0,20104000.0,63183000.0,2018-05-25 00:00:00,True,True,False,False,False,False,21557.0,29.0,10640000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1446,1218267,亲爱的，我要和别人结婚了,8.1,1941000.0,614000.0,1007000.0,2018-05-12 00:00:00,False,False,True,False,False,False,18209.0,24.0,2340000.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1447,1204476,印度暴徒,8.1,61929000.0,10435000.0,32633000.0,2018-12-28 00:00:00,False,False,False,False,True,False,17790.0,29.0,4480000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1448,1187542,昼颜,8.1,14337000.0,2472000.0,7554000.0,2018-05-18 00:00:00,False,False,False,True,False,False,15332.0,28.0,4460000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1449,1227585,新灰姑娘,8.1,60138000.0,12481000.0,55003000.0,2018-10-01 00:00:00,False,True,True,False,False,False,8456.0,33.0,420000.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
1450,1203678,我的间谍前男友,8.1,61745000.0,12072000.0,40092000.0,2018-10-19 00:00:00,False,True,False,False,False,False,6876.0,21.0,2470000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1451,1203436,金钱世界,8.1,11157000.0,2638000.0,6801000.0,2018-03-02 00:00:00,False,True,False,False,False,False,9692.0,21.0,420000.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1452,1198834,给19岁的我自己,8.1,4388000.0,1824000.0,3740000.0,2018-05-29 00:00:00,False,False,True,False,False,False,12986.0,17.0,7409999.999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1453,337129,亡命救赎,8.1,14217000.0,5759000.0,11349000.0,2018-11-30 00:00:00,False,False,False,False,False,False,6927.0,21.0,1250000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1454,1182417,萌犬好声音,8.1,9802000.0,4704000.0,7520000.0,2018-03-24 00:00:00,False,False,False,False,False,False,5579.0,17.0,450000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1455,1238843,一百年很长吗,8.1,1238000.0,522000.0,790000.0,2018-12-01 00:00:00,False,False,True,False,False,False,3480.0,8.0,1634.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1456,1204528,超大号美人,8.1,1482000.0,611000.0,1405000.0,2018-08-28 00:00:00,False,True,True,False,False,False,3279.0,10.0,1020000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1457,1212982,人怕出名猪怕壮,8.1,8378000.0,218000.0,760000.0,2018-02-20 00:00:00,False,False,True,False,False,False,1111.0,21.0,352.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1458,1228750,照相师,8.1,20891000.0,128000.0,447000.0,2018-12-12 00:00:00,False,False,True,False,False,False,1010.0,50.0,8459.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1460,1216365,小偷家族,8.0,96749000.0,13399000.0,48395000.0,2018-08-03 00:00:00,False,False,False,True,False,False,21215.0,41.0,2260000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1461,1204622,水形物语,8.0,105000000.0,21817000.0,67718000.0,2018-03-16 00:00:00,False,True,False,False,False,False,43523.0,29.0,5990000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1462,343176,奇葩朵朵,8.0,30214000.0,10692000.0,26689000.0,2018-04-04 00:00:00,False,False,True,False,False,False,16247.0,24.0,4180000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1463,1208008,泄密者,8.0,70821000.0,10163000.0,34258000.0,2018-06-15 00:00:00,False,False,False,False,False,True,17567.0,29.0,33650000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1464,1197507,吃货宇宙,8.0,4857000.0,1707000.0,3095000.0,2018-06-16 00:00:00,False,False,True,False,False,False,8693.0,19.0,3840000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
